,State,PC No.,PC Name,Category,Winner,Gender,Party,Vote,Runner Up,Gender,Party,Vote
16,Andhra Pradesh,17,Khammam,GEN,Nama Nageswara Rao,M,TDP,469368,Renuka Chowdhury,M,INC,344920
17,Andhra Pradesh,18,Araku,(ST),V. Kishore Chandra Deo,M,INC,360458,Midiyam Babu Rao,M,CPM,168014
18,Andhra Pradesh,19,Srikakulam,GEN,Dr. Kruparani Killi,F,INC,387694,Yerrnnaidu Kinjarapu,M,TDP,304707
19,Andhra Pradesh,20,Vizianagaram,GEN,"Dr. Jhansi Lakshmi Botcha ,",F,INC,411584,Appalanaidu Kondapalli,M,TDP,351013
20,Andhra Pradesh,21,Visakhapatnam,GEN,Smt. Daggubati Purandeswari,F,INC,368812,Palla Srinivasa Rao,M,PRAP,302126
21,Andhra Pradesh,22,Anakapalli,GEN,Sabbam Hari,M,INC,369968,Nookarapu Surya Prakasa Rao,M,TDP,317056
22,Andhra Pradesh,23,Kakinada,GEN,Dr. M. Mangapati Pallam Raju,M,INC,323607,Chalamalasetty Sunil,M,PRAP,289563
23,Andhra Pradesh,24,Amalapuram,(SC),G.V. Harsha Kumar,M,INC,368501,Pothula Prameela Devi,F,PRAP,328496
24,Andhra Pradesh,25,Rajahmundry,GEN,Aruna Kumar Vundavalli,M,INC,357449,M. Murali Mohan,M,TDP,355302
25,Andhra Pradesh,26,Kurnool,GEN,Kotla Jaya Surya Prakash Reddy,M,INC,382668,B.T.Naidu,M,TDP,308895
26,Andhra Pradesh,27,Narsapuram,GEN,Bapi Raju Kanumuri,M,INC,389422,Thota Sita Rama Lakshmi,F,TDP,274732
27,Andhra Pradesh,28,Eluru,GEN,Dr. Kavuri Samba Siva Rao,M,INC,423777,Maganti Venkateswara Rao (Babu),M,TDP,380994
28,Andhra Pradesh,29,Machilipatnam,GEN,Konakalla Narayana Rao,M,TDP,409936,Badiga Ramakrishna,M,INC,397480
29,Andhra Pradesh,30,Vijayawada,GEN,Rajagopal Lagadapati,M,INC,429394,Vamsi Mohan Vallabhaneni,M,TDP,416682
30,Andhra Pradesh,31,Guntur,GEN,Rayapati Sambasiva Rao,M,INC,403937,Madala Rajendra,M,TDP,364582
31,Andhra Pradesh,32,Narasaraopet,GEN,Modugula Venugopala Reddy,M,TDP,463358,Balashowry Vallabhaneni,M,INC,461751
32,Andhra Pradesh,33,Bapatla,(SC),Smt. Lakshmi Panabaka,F,INC,460757,Malyadri Sriram,M,TDP,391419
33,Andhra Pradesh,34,Ongole,GEN,Magunta Sreenivasulu Reddy,M,INC,450442,Madduluri Malakondaiah Yadav,M,TDP,371919
34,Andhra Pradesh,35,Nandyal,GEN,S.P.Y. Reddy,M,INC,400023,Nasyam Mohammed Farook,M,TDP,309176
35,Andhra Pradesh,36,Anantapur,GEN,Anantha Venkatarami Reddy,M,INC,457876,Kalava Srinivasulu,M,TDP,379955
36,Andhra Pradesh,37,Hindupur,GEN,Kristappa Nimmala,M,TDP,435753,P Khasim Khan,M,INC,412918
37,Andhra Pradesh,38,Kadapa,GEN,Y. S. Jagan Mohan Reddy,M,YSRCP,542611,Palem Srikanth Reddy,M,TDP,363765
38,Andhra Pradesh,By Polls (2011),Kadapa,GEN,Y.S.J.M. Reddy,M,YSRCP,692251,D.L.R. Reddy,M,INC,146579
39,Andhra Pradesh,39,Nellore,GEN,Mekapati Rajamohan Reddy,M,YSRCP,430235,Vanteru Venu Gopala Reddy,M,TDP,375242
40,Andhra Pradesh,By Polls (2012),Nellore,GEN,M.K.Reddy,M,YSRCP,535436,T. S. Reddy,M,INC,243691
41,Andhra Pradesh,40,Tirupati,(SC),Dr. Chinta Mohan,M,INC,428403,Varla Ramaiah,M,TDP,409127
42,Andhra Pradesh,41,Rajampet,GEN,Sai Prathap Annayyagari,M,INC,423910,Ramesh Kumar Reddy Reddappagari,M,TDP,313533
43,Andhra Pradesh,42,Chittoor,(SC),Dr. Naramalli Sivaprasad,M,TDP,434376,Thippeswamy M,M,INC,423717
44,Andaman and Nicobar Islands,1,Andaman & Nicobar Islands,GEN,Bishnu Pada Ray,M,BJP,75211,Shri. Kuldeep Rai Sharma,M,INC,72221
45,Arunachal Pradesh,1,Arunachal West,(ST),Takam Sanjoy,M,INC,140443,Kiren Rijiju,M,BJP,139129
46,Arunachal Pradesh,2,Arunachal East,(ST),Ninong Ering,M,INC,115423,Tapir Gao,M,BJP,46974
47,Assam,1,Karimganj,(SC),Lalit Mohan Suklabaidya,M,INC,259717,Rajesh Mallah,M,AUDF,251797
48,Assam,2,Silchar,GEN,Kabindra Purkayastha,M,BJP,243532,Badruddin Ajmal,M,AUDF,202062
49,Assam,3,Autonomous District,(ST),Biren Singh Engti,M,INC,197835,Elwin Teron,M,ASDC,123287
50,Assam,4,Dhubri,GEN,Maulana Badruddin Ajmal,M,AUDF,540820,Anwar Hussain,M,INC,356401
51,Assam,5,Kokrajhar,(ST),Sansuma Khunggur Bwiswmuthiary,M,BOPF,495211,Urkhao Gwra Brahma,M,IND,304889
52,Assam,6,Barpeta,GEN,Ismail Hussain,M,INC,322137,Bhupen Ray,M,AGP,291708
53,Assam,7,Gauhati,GEN,Smt. Bijoya Chakravarty,F,BJP,496047,Capt. Robin Bordoloi,M,INC,484192
54,Assam,8,Mangaldoi,GEN,Ramen Deka,M,BJP,307881,Madhab Rajbangshi,M,INC,252032
55,Assam,9,Tezpur,GEN,Joseph Toppo,M,AGP,352246,Moni Kumar Subba,M,INC,322093
56,Assam,10,Nawgong,GEN,Rajen Gohain,M,BJP,380921,Anil Raja,M,INC,335541
57,Assam,11,Kaliabor,GEN,Dip Gogoi,M,INC,434676,Gunin Hazarika,M,AGP,282687
58,Assam,12,Jorhat,GEN,Bijoy Krishna Handique,M,INC,362320,Kamakhya Tasa,M,BJP,290406
59,Assam,13,Dibrugarh,(ST),Paban Singh Ghatowar,M,INC,359163,Sarbananda Sonowal,M,AGP,324020
60,Assam,14,Lakhimpur,GEN,Smt. Ranee Narah,F,INC,352330,Dr. Arun Kr. Sarma,M,AGP,307758
61,Bihar,1,Valmiki Nagar,GEN,Baidyanath Prasad Mahto,M,JD(U),277696,Fakhruddin,M,IND,94021
62,Bihar,2,Paschim Champaran,GEN,Dr. Sanjay Jaiswal,M,BJP,198781,Prakash Jha,M,LJP,151438
63,Bihar,3,Purvi Champaran,GEN,Radha Mohan Singh,M,BJP,201114,Akhilesh Prasad Singh,M,RJD,121824
64,Bihar,4,Sheohar,GEN,Smt. Rama Devi,F,BJP,233499,Md. Anwarul Haque,M,BSP,107815
65,Bihar,5,Sitamarhi,GEN,Dr. Arjun Roy,M,JD(U),232782,Samir Kumar Mahaseth,M,INC,122216
66,Bihar,6,Madhubani,GEN,Hukmdev Narayan Yadav,M,BJP,164094,Abdulbari Siddiki,M,RJD,154167
67,Bihar,7,Jhanjharpur,GEN,Mangani Lal Mandal,M,JD(U),265175,Devendra Prasad Yadav,M,RJD,192466
68,Bihar,8,Supaul,GEN,Vishwa Mohan Kumar,M,JD(U),313677,Ranjeet Ranjan,M,INC,147602
69,Bihar,9,Araria,GEN,Pradeep Kumar Singh,M,BJP,282742,Zakir Hussain Khan,M,LJP,260240
70,Bihar,10,Kishanganj,GEN,Maulana Asrarul Haque Mohammad,M,INC,239405,Syed Mahmood Ashraf,M,JD(U),159136
71,Bihar,11,Katihar,GEN,Nikhil Kumar Choudhary,M,BJP,269834,Harish Choudhar,M,NCP,255819
72,Bihar,12,Purnia,GEN,Uday Singh,M,BJP,362952,Shanti Priya,M,IND,176725
73,Bihar,13,Madhepura,GEN,Sharad Yadav,M,JD(U),370585,Prof. Ravindra Charan Yadav,M,RJD,192964
74,Bihar,14,Darbhanga,GEN,Kirti Jha Azad,M,BJP,239268,Md. Ali Ashraf Fatmi,M,RJD,192815
75,Bihar,15,Muzaffarpur,GEN,Capt.(Retd.) Jainarain Prasad Nishad,M,JD(U),195091,Bhagwanlal Sahni,M,LJP,147282
76,Bihar,16,Vaishali,GEN,Dr. Raghuvansh Prasad Singh,M,RJD,284479,Vijay Kumar Shukla,M,JD(U),262171
77,Bihar,17,Gopalganj,(SC),Purnmasi Ram,M,JD(U),200024,Anil Kumar,M,RJD,157552
78,Bihar,18,Siwan,GEN,Om Prakash Yadav,M,IND,236194,Hena Shahab,M,RJD,172764
79,Bihar,19,Maharajganj,GEN,Uma Shanaker Singh,M,RJD,211610,Prabhunath Singh,M,JD(U),208813
80,Bihar,By Polls (2013),Maharajganj,GEN,Prabhu Nath Singh,M,RJD,381452,Prashant Kumar Shahi,M,JD(U),244326
81,Bihar,20,Saran,GEN,Lalu Prasad,M,RJD,274209,Rajiv Pratap Rudy,M,BJP,222394
82,Bihar,21,Hajipur,(SC),Ram Sundar Das,M,JD(U),246715,Ram Vilas Paswan,M,LJP,208761
83,Bihar,22,Ujiarpur,GEN,Smt. Ashwamedh Devi,F,JD(U),180082,Alok Kumar Mehta,M,RJD,154770
84,Bihar,23,Samastipur,(SC),Maheshwar Hazari,M,JD(U),259458,Ram Chandra Paswan,M,LJP,155082
85,Bihar,24,Begusarai,GEN,Dr. Monazir Hassan,M,JD(U),205680,Shatrughna Prasad Singh,M,CPI,164843
86,Bihar,25,Khagaria,GEN,Dinesh Chandra Yadav,M,JD(U),266964,Ravindar Kr. Rana,M,RJD,128209
87,Bihar,26,Bhagalpur,GEN,Syed Shahnawaz Hussain,M,BJP,228384,Shakuni Choudhary,M,RJD,172573
88,Bihar,27,Banka,GEN,Digvijay Singh,M,IND,185762,Jai Prakash Narayan,M,RJD,157046
89,Bihar,By Polls (2010),Banka,GEN,Putul Kumari,F,IND,288958,Jai Prakash Narayan,M,RJD,219839
90,Bihar,28,Munger,GEN,Rajiv Ranjan (Lalan) Singh,M,JD(U),374317,Ram Badan Roy,M,RJD,184956
91,Bihar,29,Nalanda,GEN,Kaushalendra Kumar,M,JD(U),299155,Satish Kumar,M,LJP,146478
92,Bihar,30,Patna Sahib,GEN,Shatrughan Prasad Sinha,M,BJP,316549,Vijay Kumar,M,RJD,149779
93,Bihar,31,Pataliputra,GEN,Prof. Ranjan Prasad Yadav,M,JD(U),269298,Lalu Prasad,M,RJD,245757
94,Bihar,32,Arrah,GEN,Smt. Meena Singh,F,JD(U),212726,Rama Kishore Singh,M,LJP,138006
95,Bihar,33,Buxar,GEN,Jagadanand Singh,M,RJD,132614,Lal Muni Choubey,M,BJP,130376
96,Bihar,34,Sasaram,(SC),Smt. Meira Kumar,F,INC,192213,Muni Lal,M,BJP,149259
97,Bihar,35,Karakat,GEN,Mahabali Singh,M,JD(U),196946,Kanti Singh,M,RJD,176463
98,Bihar,36,Jahanabad,GEN,Jagdish Sharma,M,JD(U),234769,Surendra Prasad Yadav,M,RJD,213442
99,Bihar,37,Aurangabad,GEN,Sushil Kumar Singh,M,JD(U),260153,Shakil Ahmad Khan,M,RJD,188095
100,Bihar,38,Gaya,(SC),Hari Manjhi,M,BJP,246255,Ramji Manjhi,M,RJD,183802
101,Bihar,39,Nawada,GEN,Dr. Bhola Singh,M,BJP,130608,Veena Devi,F,LJP,95691
102,Bihar,40,Jamui,(SC),Bhudeo Choudhary,M,JD(U),178560,Shyam Rajak,M,RJD,148763
103,Chhattisgarh,1,Surguja,(ST),Murarilal Singh,M,BJP,416532,Bhanu Pratap Singh,M,INC,256983
104,Chhattisgarh,2,Raigarh,(ST),Vishnu Deo Sai,M,BJP,443948,Hridayaram Rathiya,M,INC,149111
105,Chhattisgarh,3,Janjgir-Champa,(SC),Smt. Kamla Devi Patle,F,BJP,302142,Dr.Shivkumar Dahariya,M,INC,214931
106,Chhattisgarh,4,Korba,GEN,Dr. Charan Das Mahant,M,INC,314616,Karuna Shukla,M,BJP,273216
107,Chhattisgarh,5,Bilaspur,GEN,Dilip Singh Judeo,M,BJP,347930,Dr.Renu Jogi,F,INC,214931
108,Chhattisgarh,6,Rajnandgaon,GEN,Madhusudan Yadav,M,BJP,437721,Devwrat Singh,M,INC,321843
109,Chhattisgarh,7,Durg,GEN,Km. Saroj Pandey,F,BJP,283170,Pradeep Choubey,M,INC,273216
110,Chhattisgarh,8,Raipur,GEN,Ramesh Bais,M,BJP,364943,Bhupesh Baghel,M,INC,319726
111,Chhattisgarh,9,Mahasamund,GEN,Chandu Lal Sahu,M,BJP,371201,Motilal Sahu,M,INC,319726
112,Chhattisgarh,10,Bastar,(ST),Baliram Kashyap,M,BJP,249373,Shankar Sodi,M,INC,149111
113,Chhattisgarh,By Polls (2011),Bastar,(ST),Dinesh Kashyap,M,BJP,286691,Kawasi Lakhma,M,INC,197807
114,Chhattisgarh,11,Kanker,(ST),Sohan Potai,M,BJP,341131,Smt. Phoolo Devi Netam,F,INC,318647
115,Chandigarh,1,Chandigarh,GEN,Pawan Kumar Bansal,M,INC,161042,Satya Pal Jain,M,BJP,102075
116,Dadra And Nagar Haveli,1,Dadra And Nagar Haveli,(ST),Natubhai Gomanbhai Patel,M,BJP,51242,Delkar Mohanbhai Sanjibhai,M,INC,50624
117,Daman And Diu,1,Daman And Diu,GEN,Lalubhai Babubhai Patel,M,BJP,44546,Dahyabhai Vallabhbhai Patel,M,INC,19708
118,Delhi,1,Chandni Chowk,GEN,Kapil Sibal,M,INC,465713,Vijender Gupta,M,BJP,265003
119,Delhi,2,North East Delhi,GEN,Jai Prakash Agarwal,M,INC,518191,B.L.Sharma Prem,M,BJP,295948
120,Delhi,3,East Delhi,GEN,Sandeep Dikshit,M,INC,518001,Chetan Chauhan,M,BJP,276948
121,Delhi,4,New Delhi,GEN,Ajay Maken,M,INC,455867,Vijay Goel,M,BJP,268058
122,Delhi,5,North West Delhi,(SC),Smt. Krishna Tirath,F,INC,487404,Meera Kanwaria,M,BJP,295948
123,Delhi,6,West Delhi,GEN,Mahabal Mishra,M,INC,479899,Prof. Jagdish Mukhi,M,BJP,302971
124,Delhi,7,South Delhi,GEN,Ramesh Kumar,M,INC,360278,Ramesh Bidhuri,M,BJP,267059
125,Goa,1,North Goa,GEN,Shripad Yesso Naik,M,BJP,137716,Jitendra Raghuraj Deshprabhu,M,NCP,131363
126,Goa,2,South Goa,GEN,Francisco Sardinha,M,INC,127494,Adv. Narendra Keshav Sawaikar,M,BJP,114978
127,Gujarat,1,Kutch,(SC),Smt. Poonam Veljibhai Jat,F,BJP,285300,Danicha Valjibhai Punamchandra,M,INC,213957
128,Gujarat,2,Banaskantha,GEN,Mukeshkumar  Bheiravdanji Gadhvi,M,INC,289409,Chaudhary Haribhai,M,BJP,279108
129,Gujarat,By Polls (2013),Banaskantha,GEN,Chaudhary Haribhai Parthibhai,M,BJP,377988,Gadhvi Krishnaben Mukeshkumar,F,INC,236011
130,Gujarat,3,Patan,GEN,Jagdish Thakor,M,INC,283778,Rathod Bhavsinhbhai Dahyabhai,M,BJP,265274
131,Gujarat,4,Mehsana,GEN,Smt. Jayshreeben Patel,F,BJP,334631,Patel Jivabhai Ambalal,M,INC,312766
132,Gujarat,5,Sabarkantha,GEN,Dr. Mahendrasinh Pruthvisinh Chauhan,M,BJP,337432,Mistry Madhusudan,M,INC,320272
133,Gujarat,6,Gandhinagar,GEN,Lal Krishna Advani,M,BJP,434044,Patel Sureshkumar Chaturdas,M,INC,312297
134,Gujarat,7,Ahmedabad East,GEN,Harin Pathak,M,BJP,318846,Babaria Dipakbhai Ratilal,M,INC,232790
135,Gujarat,8,Ahmedabad West,(SC),Dr. Kirit Premjibhai Solanki,M,BJP,376823,Parmar Shailesh Manharlal,M,INC,285696
136,Gujarat,9,Surendranagar,GEN,Somabhai Gandalal Koli Patel,M,INC,247710,Mer Laljibhai Chaturbhai,M,BJP,242879
137,Gujarat,10,Rajkot,GEN,Kunwarjibhai Mohanbhai Bavaliya,M,INC,307553,Kirankumar Valjibhai Bhalodia (Patel),M,BJP,282818
138,Gujarat,11,Porbandar,GEN,Vitthalbhai Hansrajbhai Radadiya,M,INC,329436,Khachariya Mansukhbhai Shamjibhai,M,BJP,289933
139,Gujarat,By Polls (2013),Porbandar,GEN,Radadiya Vithalbhai Hansrajbhai,M,BJP,289893,Amipura Vinubhai Gordhanbhai,M,INC,144370
140,Gujarat,12,Jamnagar,GEN,Vikrambhai Arjanbhai Maadam,M,INC,281410,Mungra Rameshbhai Devraj Bhai,M,BJP,254992
141,Gujarat,13,Junagadh,GEN,Dinubhai Boghabhai Solanki,M,BJP,355335,Barad Jashubhai Dhanabhai,M,INC,341576
142,Gujarat,14,Amreli,GEN,Naranbhai Kachhadia,M,BJP,247666,Nilaben Virjibhai Thummar,M,INC,210349
143,Gujarat,15,Bhavnagar,GEN,Rajendrasinh (Raju Rana) Rana,M,BJP,213376,Gohilmahavirsinhbhagir Athsinh,M,INC,207483
144,Gujarat,16,Anand,GEN,Bharatsinh Madhavsinh Solanki,M,INC,348655,Patel Dipakbhai Chimanbhai,M,BJP,281337
145,Gujarat,17,Kheda,GEN,Dinsha J. Patel,M,INC,284004,Chauhan Devusinh Jesingbhai,M,BJP,283158
146,Gujarat,18,Panchmahal,GEN,Prabhatsinh Pratapsinh Chauhan,M,BJP,282079,Vaghela Shankarsinh Laxmansinh,M,INC,279998
147,Gujarat,19,Dahod,(ST),Dr. (Smt.) Prabha Kishor Taviadi,F,INC,250586,Damor Somjibhai Punjabhai,M,BJP,192050
148,Gujarat,20,Vadodara,GEN,Balkrishna Khanderao Shukla,M,BJP,428833,Gaekwad Satyajitsinh Dulipsinh,M,INC,292805
149,Gujarat,21,Chhota Udaipur,(ST),Ramsinh Patalyabhai Rathwa,M,BJP,353534,Rathwa Naranbhai Jemlabhai,M,INC,326536
150,Gujarat,22,Bharuch,GEN,Mansukhbhai D. Vasava,M,BJP,311019,Umerji Ahmed Ugharatdar (Aziz Tankarvi),M,INC,283787
151,Gujarat,23,Bardoli,(ST),Dr. Tushar Amarsinh Chaudhary,M,INC,398430,Vasava Riteshkumar Amarsinh,M,BJP,339445
152,Gujarat,24,Surat,GEN,Smt. Darshana Vikram Jardosh,F,BJP,364947,Gajera Dhirubhai Haribhai,M,INC,290149
153,Gujarat,25,Navsari,GEN,Chandrakant Raghunath Patil,M,BJP,423413,Dhansukh Rajput,M,INC,290770
154,Gujarat,26,Valsad,(ST),Kishanbhai Vestabhai Patel,M,INC,357755,Patel Dhirubhai Chhaganbhai (Dr. D.C.Patel),M,BJP,350586
155,Haryana,1,Ambala,(SC),Kumari Selja,F,INC,322258,Rattan Lal Kataria,M,BJP,307688
156,Haryana,2,Kurukshetra,GEN,Naveen Jindal,M,INC,397204,Ashok Kumar Arora,M,INLD,278475
157,Haryana,3,Sirsa,(SC),Ashok Tanwar,M,INC,415584,Dr. Sita Ram,M,INLD,380085
158,Haryana,4,Hisar,GEN,Bhajan Lal,M,HJCBL,248476,Sampat Singh,M,INLD,241493
159,Haryana,By Polls (2011),Hisar,GEN,Kuldeep Bishnoi,M,HJCBL,"3,55,955",Ajay Singh Chautala,M,INLD,"3,49,618"
160,Haryana,5,Karnal,GEN,"Dr. Arvind Kumar Sharma,",M,INC,304698,Maratha Virender Verma,M,BSP,228352
161,Haryana,6,Sonipat,GEN,Jitender Singh Malik,M,INC,338795,Kishan Singh Sangwan,M,BJP,177511
162,Haryana,7,Rohtak,GEN,Deepender Singh Hooda,M,INC,585016,Nafe Singh Rathee,M,INLD,139280
163,Haryana,8,Bhiwani-Mahendragarh,GEN,Smt. Shruti Choudhry,F,INC,302817,Ajay Singh Chautala,M,INLD,247240
164,Haryana,9,Gurgaon,GEN,Inderjit Singh Rao,M,INC,278516,Zakir Hussain,M,BSP,193652
165,Haryana,10,Faridabad,GEN,Avtar Singh Bhadana,M,INC,257864,Ramchander Bainda,M,BJP,189663
166,Himachal Pradesh,1,Kangra,GEN,Dr. Rajan Sushant,M,BJP,322254,Chander Kumar,M,INC,301475
167,Himachal Pradesh,2,Mandi,GEN,Virbhadra Singh,M,INC,340973,Maheshwar Singh,M,BJP,326976
168,Himachal Pradesh,3,Hamirpur,GEN,Anurag Singh Thakur,M,BJP,373598,Narinder Thakur,M,INC,300866
169,Himachal Pradesh,4,Shimla,(SC),Virender Kashyap,M,BJP,310946,Dhani Ram Shandil,M,INC,283619
170,Jammu And Kashmir,1,Baramulla,GEN,Sharifuddin Shariq,M,J&KNC,203022,Mohammad Dilawar Mir,M,JKPDP,138208
171,Jammu And Kashmir,2,Srinagar,GEN,Dr. Farooq Abdullah,M,J&KNC,147035,Iftikhar Hussain Ansari,M,JKPDP,116793
172,Jammu And Kashmir,3,Anantnag,GEN,Dr. Mirza Mehboob Beg,M,J&KNC,148317,Peer Mohd Hussain,M,JKPDP,143093
173,Jammu And Kashmir,4,Ladakh,(ST),Hassan Khan,M,IND,32701,Phuntsog Namgyal,M,INC,29017
174,Jammu And Kashmir,5,Udhampur,GEN,Chaudhary Lal Singh,M,INC,231853,Dr. Nirmal Singh,M,BJP,218459
175,Jammu And Kashmir,6,Jammu,GEN,Madan Lal Sharma,M,INC,382305,Lila Karan Sharma,M,BJP,260932
176,Jharkhand,1,Rajmahal,(ST),Devidhan Besra,M,BJP,168357,Hemlal Murmu,M,JMM,159374
177,Jharkhand,2,Dumka,(ST),Shibu Soren,M,JMM,208518,Sunil Soren,M,BJP,189706
178,Jharkhand,3,Godda,GEN,Nishikant Dubey,M,BJP,189526,Furkan Ansari,M,INC,183119
179,Jharkhand,4,Chatra,GEN,Inder Singh Namdhari,M,IND,108336,Dhiraj Prasad Sahu,M,INC,92158
180,Jharkhand,5,Kodarma,GEN,"Babu Lal Marandi,",M,JVM,199462,Raj Kumar Yadav,M,CPI(ML)(L),150942
181,Jharkhand,6,Giridih,GEN,Ravindra Kumar Pandey,M,BJP,233435,Teklal Mahto,M,JMM,138697
182,Jharkhand,7,Dhanbad,GEN,Pashupati Nath Singh,M,BJP,260521,Chandrashekhar Dubey,M,INC,202474
183,Jharkhand,8,Ranchi,GEN,Subodh Kant Sahai,M,INC,310499,Ram Tahal Choudhary,M,BJP,297149
184,Jharkhand,9,Jamshedpur,GEN,Dr. (Shri) Ajay Kumar,M,JVM,319620,Suman Mahato,M,JMM,199957
185,Jharkhand,By Polls (2011),Jamshedpur,GEN,Ajay Kumar,M,J.V.M (P),276582,D. Goswami,M,BJP,120856
186,Jharkhand,10,Singhbhum,(SC),Madhu Kora,M,IND,256827,Barkuwar Gagrai,M,BJP,167154
187,Jharkhand,11,Khunti,(ST),Kariya Munda,M,BJP,210214,Neil Tirkey,M,INC,130039
188,Jharkhand,12,Lohardaga,(ST),Sudarshan Bhagat,M,BJP,144628,Chamra Linda,M,IND,136345
189,Jharkhand,13,Palamu,(SC),Kameshwar Baitha,M,JMM,167995,Ghuran Ram,M,RJD,144457
190,Jharkhand,14,Hazaribagh,GEN,Yashwant Sinha,M,BJP,219810,Saurabh Narain Singh,M,INC,179646
191,Karnataka,1,Chikkodi,GEN,Ramesh Vishwanath Katti,M,BJP,438081,Prakash Babanna Hukkeri,M,INC,382794
192,Karnataka,2,Belgaum,GEN,Suresh Chanabasappa Angadi,M,BJP,384324,Amarsinh Vasantrao Patil,M,INC,265637
193,Karnataka,3,Bagalkot,GEN,Parvatagouda Chandanagouda Gaddigoudar,M,BJP,413272,J.T.Patil,M,INC,377826
194,Karnataka,4,Bijapur,(SC),Ramesh Chandappa Jigajinagi,M,BJP,308939,Prakash Kubasing Rathod,M,INC,266535
195,Karnataka,5,Gulbarga,(SC),Mallikarjun Kharge,M,INC,345241,Revunaik Belamgi,M,BJP,331837
196,Karnataka,6,Raichur,(ST),S. Pakkirappa,M,BJP,316450,Raja Venkatappa Naik,M,INC,285814
197,Karnataka,7,Bidar,GEN,N.Dharam Singh,M,INC,337957,Gurupadappa Nagmarpalli,M,BJP,298338
198,Karnataka,8,Koppal,GEN,Shivaramagouda,M,BJP,291693,Basavaraj Rayareddy,M,INC,209904
199,Karnataka,9,Bellary,(ST),Smt. J. Shantha,F,BJP,402213,N.Y. Hanumanthappa,M,INC,399970
200,Karnataka,10,Haveri,GEN,Shivkumar Chanabasappa Udasi,M,BJP,430293,Saleem Ahamed,M,INC,342373
201,Karnataka,11,Dharwad,GEN,Pralhad Venkatesh Joshi,M,BJP,446786,Kunnur Manjunath Channappa,M,INC,309123
202,Karnataka,12,Uttara Kannada,GEN,Anant Kumar Dattatreya Hegde,M,BJP,339300,Alva Margaret,M,INC,316531
203,Karnataka,13,Davanagere,GEN,Gowdar Mallikarjunappa Siddeshwara,M,BJP,423447,S.S. Mallikarjuna,M,INC,421423
204,Karnataka,14,Shimoga,GEN,Raghavendra Yeddyurappa,M,BJP,482783,S. Bangarappa,M,INC,429890
205,Karnataka,15,Udupi Chikmagalur,GEN,Jayaprakash Korgi Hegde,M,INC,401441,D.V.Sadananda Gowda,M,BJP,374423
206,Karnataka,By Polls (2012),Udupi Chikmagalur,GEN,K.J. Hegde,M,INC,398723,S. Kumar V.,M,BJP,352999
207,Karnataka,16,Hassan,GEN,H.D. Devegowda,M,JD(S),496429,K. H. Hanume Gowda,M,BJP,205316
208,Karnataka,17,Dakshina Kannada,GEN,Nalin Kumar Kateel,M,BJP,499385,Janardhana Poojary,M,INC,458965
209,Karnataka,18,Chitradurga,(SC),Janardhana Swamy,M,BJP,370920,Dr. B Thippeswamy,M,INC,235349
210,Karnataka,19,Tumkur,GEN,Gangasandra Siddappa Basavaraj,M,BJP,331064,Muddahanumegowda S.P.,M,JD(S),309619
211,Karnataka,20,Mandya,GEN,N. Chaluvaraya Swamy,M,JD(S),384443,M H Ambareesh,M,INC,360943
